Statistic,Scope,Value
Median of Carry to 1/3,Liverpool,19.0
Mean of Carry to 1/3,Liverpool,24.285714285714285
Std of Carry to 1/3,Liverpool,21.185237447672982
Median of Carry to 1/3,Manchester City,23.0
Mean of Carry to 1/3,Manchester City,31.16
Std of Carry to 1/3,Manchester City,27.549470654321716
Median of Carry to 1/3,Manchester Utd,9.5
Mean of Carry to 1/3,Manchester Utd,14.8
Std of Carry to 1/3,Manchester Utd,18.162864729232936
Median of Carry to 1/3,Newcastle Utd,14.0
Mean of Carry to 1/3,Newcastle Utd,18.434782608695652
Std of Carry to 1/3,Newcastle Utd,17.450777755411785
Median of Carry to 1/3,Nott'ham Forest,11.0
Mean of Carry to 1/3,Nott'ham Forest,17.142857142857142
Std of Carry to 1/3,Nott'ham Forest,18.00079363329771
Median of Carry to 1/3,Southampton,9.0
Mean of Carry to 1/3,Southampton,15.241379310344827
Std of Carry to 1/3,Southampton,18.795240986586002
Median of Carry to 1/3,Tottenham,18.0
Mean of Carry to 1/3,Tottenham,19.85185185185185
Std of Carry to 1/3,Tottenham,17.05579915747969
Median of Carry to 1/3,West Ham,10.0
Mean of Carry to 1/3,West Ham,14.56
Std of Carry to 1/3,West Ham,16.61846362734333
Median of Carry to 1/3,Wolves,13.0
Mean of Carry to 1/3,Wolves,17.91304347826087
Std of Carry to 1/3,Wolves,21.83390408490732
Median of Miscontrols,all,13.0
Mean of Miscontrols,all,19.44513457556936
Std of Miscontrols,all,19.795913911874166
Median of Miscontrols,Arsenal,15.5
Mean of Miscontrols,Arsenal,20.136363636363637
Std of Miscontrols,Arsenal,15.944234529089648
Median of Miscontrols,Aston Villa,10.0
Mean of Miscontrols,Aston Villa,17.11111111111111
Std of Miscontrols,Aston Villa,21.983093737151968
Median of Miscontrols,Bournemouth,18.0
Mean of Miscontrols,Bournemouth,23.52173913043478
Std of Miscontrols,Bournemouth,21.605701194607686
Median of Miscontrols,Brentford,14.0
Mean of Miscontrols,Brentford,23.285714285714285
Std of Miscontrols,Brentford,26.448332380592277
Median of Miscontrols,Brighton,13.0
Mean of Miscontrols,Brighton,19.884615384615383
Std of Miscontrols,Brighton,19.547535748685913
Median of Miscontrols,Chelsea,9.5
Mean of Miscontrols,Chelsea,17.541666666666668
Std of Miscontrols,Chelsea,20.25914536732714
Median of Miscontrols,Crystal Palace,16.0
Mean of Miscontrols,Crystal Palace,21.666666666666668
Std of Miscontrols,Crystal Palace,21.04835702218426
Median of Miscontrols,Everton,13.0
Mean of Miscontrols,Everton,22.095238095238095
Std of Miscontrols,Everton,20.6613280354985
Median of Miscontrols,Fulham,15.5
Mean of Miscontrols,Fulham,22.35
Std of Miscontrols,Fulham,18.81006169720428
Median of Miscontrols,Ipswich Town,11.0
Mean of Miscontrols,Ipswich Town,16.93103448275862
Std of Miscontrols,Ipswich Town,21.34902311997764
Median of Miscontrols,Leicester City,13.0
Mean of Miscontrols,Leicester City,15.88
Std of Miscontrols,Leicester City,14.368136042414594
Median of Miscontrols,Liverpool,19.0
Mean of Miscontrols,Liverpool,23.047619047619047
Std of Miscontrols,Liverpool,25.32879031946885
Median of Miscontrols,Manchester City,14.0
Mean of Miscontrols,Manchester City,17.4
Std of Miscontrols,Manchester City,15.124483462254174
Median of Miscontrols,Manchester Utd,9.5
Mean of Miscontrols,Manchester Utd,15.7
Std of Miscontrols,Manchester Utd,17.765037340915946
Median of Miscontrols,Newcastle Utd,11.0
Mean of Miscontrols,Newcastle Utd,19.130434782608695
Std of Miscontrols,Newcastle Utd,17.67459488497052
Median of Miscontrols,Nott'ham Forest,18.0
Mean of Miscontrols,Nott'ham Forest,24.666666666666668
Std of Miscontrols,Nott'ham Forest,24.22051472065227
Median of Miscontrols,Southampton,10.0
Mean of Miscontrols,Southampton,14.931034482758621
Std of Miscontrols,Southampton,15.028380376766105
Median of Miscontrols,Tottenham,16.0
Mean of Miscontrols,Tottenham,18.40740740740741
Std of Miscontrols,Tottenham,18.210857410768106
Median of Miscontrols,West Ham,12.0
Mean of Miscontrols,West Ham,18.28
Std of Miscontrols,West Ham,19.688236758701038
Median of Miscontrols,Wolves,16.0
Mean of Miscontrols,Wolves,23.043478260869566
Std of Miscontrols,Wolves,22.74058898427608
Median of Dispossessed,all,8.0
Mean of Dispossessed,all,13.451345755693582
Std of Dispossessed,all,15.006610343255831
Median of Dispossessed,Arsenal,13.5
Mean of Dispossessed,Arsenal,15.863636363636363
Std of Dispossessed,Arsenal,13.52350847174214
Median of Dispossessed,Aston Villa,8.0
Mean of Dispossessed,Aston Villa,13.333333333333334
Std of Dispossessed,Aston Villa,15.427248620541512
Median of Dispossessed,Bournemouth,8.0
Mean of Dispossessed,Bournemouth,14.08695652173913
Std of Dispossessed,Bournemouth,17.222905053968788
Median of Dispossessed,Brentford,8.0
Mean of Dispossessed,Brentford,12.571428571428571
Std of Dispossessed,Brentford,13.544635205761093
Median of Dispossessed,Brighton,7.0
Mean of Dispossessed,Brighton,11.807692307692308
Std of Dispossessed,Brighton,12.790681704332199
Median of Dispossessed,Chelsea,6.5
Mean of Dispossessed,Chelsea,11.458333333333334
Std of Dispossessed,Chelsea,12.307576905116713
Median of Dispossessed,Crystal Palace,13.0
Mean of Dispossessed,Crystal Palace,14.666666666666666
Std of Dispossessed,Crystal Palace,14.371267631400277
Median of Dispossessed,Everton,12.0
Mean of Dispossessed,Everton,16.571428571428573
Std of Dispossessed,Everton,14.558747983846098
Median of Dispossessed,Fulham,8.0
Mean of Dispossessed,Fulham,12.15
Std of Dispossessed,Fulham,12.07552984562713
Median of Dispossessed,Ipswich Town,4.0
Mean of Dispossessed,Ipswich Town,10.655172413793103
Std of Dispossessed,Ipswich Town,14.631853368761119
Median of Dispossessed,Leicester City,8.0
Mean of Dispossessed,Leicester City,10.72
Std of Dispossessed,Leicester City,12.478381305281548
Median of Dispossessed,Liverpool,11.0
Mean of Dispossessed,Liverpool,14.952380952380953
Std of Dispossessed,Liverpool,16.16934194850301
Median of Dispossessed,Manchester City,13.0
Mean of Dispossessed,Manchester City,14.88
Std of Dispossessed,Manchester City,14.50953709346603
Median of Dispossessed,Manchester Utd,4.5
Mean of Dispossessed,Manchester Utd,11.066666666666666
Std of Dispossessed,Manchester Utd,13.801382572754813
Median of Dispossessed,Newcastle Utd,8.0
Mean of Dispossessed,Newcastle Utd,17.956521739130434
Std of Dispossessed,Newcastle Utd,20.318997516586574
Median of Dispossessed,Nott'ham Forest,10.0
Mean of Dispossessed,Nott'ham Forest,13.857142857142858
Std of Dispossessed,Nott'ham Forest,13.55096201118472
Median of Dispossessed,Southampton,5.0
Mean of Dispossessed,Southampton,11.137931034482758
Std of Dispossessed,Southampton,13.765184182076984
Median of Dispossessed,Tottenham,11.0
Mean of Dispossessed,Tottenham,14.74074074074074
Std of Dispossessed,Tottenham,16.38618694227313
Median of Dispossessed,West Ham,6.0
Mean of Dispossessed,West Ham,14.68
Std of Dispossessed,West Ham,22.253688832790548
Median of Dispossessed,Wolves,11.0
Mean of Dispossessed,Wolves,14.434782608695652
Std of Dispossessed,Wolves,15.287624486838787
Median of Passes Received,all,493.0
Mean of Passes Received,all,559.7888198757764
Std of Passes Received,all,426.2324002758002
Median of Passes Received,Arsenal,552.0
Mean of Passes Received,Arsenal,710.8636363636364
Std of Passes Received,Arsenal,492.201884195088
Median of Passes Received,Aston Villa,486.0
Mean of Passes Received,Aston Villa,494.3703703703704
Std of Passes Received,Aston Villa,389.0792037370113
Median of Passes Received,Bournemouth,435.0
Mean of Passes Received,Bournemouth,499.69565217391306
Std of Passes Received,Bournemouth,370.4772640285168
Median of Passes Received,Brentford,497.0
Mean of Passes Received,Brentford,573.5238095238095
Std of Passes Received,Brentford,410.8683023850366
Median of Passes Received,Brighton,425.0
Mean of Passes Received,Brighton,543.1538461538462
Std of Passes Received,Brighton,429.8588319258026
Median of Passes Received,Chelsea,586.0
Mean of Passes Received,Chelsea,664.5
Std of Passes Received,Chelsea,554.4761726954158
Median of Passes Received,Crystal Palace,533.0
Mean of Passes Received,Crystal Palace,514.4285714285714
Std of Passes Received,Crystal Palace,354.96261372552624
Median of Passes Received,Everton,451.0
Mean of Passes Received,Everton,481.3809523809524
Std of Passes Received,Everton,275.59526051630064
Median of Passes Received,Fulham,632.5
Mean of Passes Received,Fulham,652.85
Std of Passes Received,Fulham,440.9527096019064
Median of Passes Received,Ipswich Town,290.0
Mean of Passes Received,Ipswich Town,350.9655172413793
Std of Passes Received,Ipswich Town,285.10743373064287
Median of Passes Received,Leicester City,483.0
Mean of Passes Received,Leicester City,496.12
Std of Passes Received,Leicester City,336.61901312908634
Median of Passes Received,Liverpool,606.0
Mean of Passes Received,Liverpool,798.2380952380952
Std of Passes Received,Liverpool,570.0718292252218
Median of Passes Received,Manchester City,630.0
Mean of Passes Received,Manchester City,783.04
Std of Passes Received,Manchester City,543.7994023534781
Median of Passes Received,Manchester Utd,385.0
Mean of Passes Received,Manchester Utd,508.0
Std of Passes Received,Manchester Utd,438.91213479347493
Median of Passes Received,Newcastle Utd,567.0
Mean of Passes Received,Newcastle Utd,612.304347826087
Std of Passes Received,Newcastle Utd,506.3999887604668
Median of Passes Received,Nott'ham Forest,512.0
Mean of Passes Received,Nott'ham Forest,455.8095238095238
Std of Passes Received,Nott'ham Forest,334.84961087742346
Median of Passes Received,Southampton,349.0
Mean of Passes Received,Southampton,494.3448275862069
Std of Passes Received,Southampton,436.3488345563893
Median of Passes Received,Tottenham,629.0
Mean of Passes Received,Tottenham,576.4074074074074
Std of Passes Received,Tottenham,339.1683561141484
Median of Passes Received,West Ham,459.0
Mean of Passes Received,West Ham,529.56
Std of Passes Received,West Ham,390.62184185390004
Median of Passes Received,Wolves,482.0
Mean of Passes Received,Wolves,559.2173913043479
Std of Passes Received,Wolves,370.7579407010528
Median of Fouls Committed,all,12.0
Mean of Fouls Committed,all,15.846790890269151
Std of Fouls Committed,all,14.037343683494665
Median of Fouls Committed,Arsenal,14.0
Mean of Fouls Committed,Arsenal,16.954545454545453
Std of Fouls Committed,Arsenal,11.273556386210767
Median of Fouls Committed,Aston Villa,9.0
Mean of Fouls Committed,Aston Villa,14.0
Std of Fouls Committed,Aston Villa,13.575996917637111
Median of Fouls Committed,Bournemouth,16.0
Mean of Fouls Committed,Bournemouth,20.52173913043478
Std of Fouls Committed,Bournemouth,17.98451244118215
Median of Fouls Committed,Brentford,12.0
Mean of Fouls Committed,Brentford,13.333333333333334
Std of Fouls Committed,Brentford,10.82281540696936
Median of Fouls Committed,Brighton,12.0
Mean of Fouls Committed,Brighton,15.5
Std of Fouls Committed,Brighton,12.497199686329735
Median of Fouls Committed,Chelsea,10.5
Mean of Fouls Committed,Chelsea,16.333333333333332
Std of Fouls Committed,Chelsea,16.502085946319337
Median of Fouls Committed,Crystal Palace,12.0
Mean of Fouls Committed,Crystal Palace,18.047619047619047
Std of Fouls Committed,Crystal Palace,16.197148485076596
Median of Fouls Committed,Everton,15.0
Mean of Fouls Committed,Everton,18.714285714285715
Std of Fouls Committed,Everton,13.773680906507371
Median of Fouls Committed,Fulham,16.5
Mean of Fouls Committed,Fulham,18.7
Std of Fouls Committed,Fulham,14.743776563975086
Median of Fouls Committed,Ipswich Town,9.0
Mean of Fouls Committed,Ipswich Town,13.586206896551724
Std of Fouls Committed,Ipswich Town,14.98932296521978
Median of Fouls Committed,Leicester City,12.0
Mean of Fouls Committed,Leicester City,13.88
Std of Fouls Committed,Leicester City,10.686128079586794
Median of Fouls Committed,Liverpool,16.0
Mean of Fouls Committed,Liverpool,19.047619047619047
Std of Fouls Committed,Liverpool,16.478701983093785
Median of Fouls Committed,Manchester City,11.0
Mean of Fouls Committed,Manchester City,10.64
Std of Fouls Committed,Manchester City,8.18474190185616
Median of Fouls Committed,Manchester Utd,9.0
Mean of Fouls Committed,Manchester Utd,12.533333333333333
Std of Fouls Committed,Manchester Utd,11.667027909021435
Median of Fouls Committed,Newcastle Utd,9.0
Mean of Fouls Committed,Newcastle Utd,15.826086956521738
Std of Fouls Committed,Newcastle Utd,16.94282410159385
Median of Fouls Committed,Nott'ham Forest,12.0
Mean of Fouls Committed,Nott'ham Forest,17.428571428571427
Std of Fouls Committed,Nott'ham Forest,14.211162614548567
Median of Fouls Committed,Southampton,12.0
Mean of Fouls Committed,Southampton,14.758620689655173
Std of Fouls Committed,Southampton,13.428794149709455
Median of Fouls Committed,Tottenham,10.0
Mean of Fouls Committed,Tottenham,15.074074074074074
Std of Fouls Committed,Tottenham,13.219815912618932
Median of Fouls Committed,West Ham,15.0
Mean of Fouls Committed,West Ham,16.28
Std of Fouls Committed,West Ham,14.261019131417875
Median of Fouls Committed,Wolves,15.0
Mean of Fouls Committed,Wolves,19.782608695652176
Std of Fouls Committed,Wolves,17.503133542153716
Median of Fouled,all,10.0
Mean of Fouled,all,15.316770186335404
Std of Fouled,all,14.966389326209365
Median of Fouled,Arsenal,17.0
Mean of Fouled,Arsenal,17.045454545454547
Std of Fouled,Arsenal,12.403829181143148
Median of Fouled,Aston Villa,9.0
Mean of Fouled,Aston Villa,16.88888888888889
Std of Fouled,Aston Villa,17.99002572652484
Median of Fouled,Bournemouth,10.0
Mean of Fouled,Bournemouth,15.608695652173912
Std of Fouled,Bournemouth,13.894862132309528
Median of Fouled,Brentford,10.0
Mean of Fouled,Brentford,15.047619047619047
Std of Fouled,Brentford,14.57901296547949
Median of Fouled,Brighton,9.5
Mean of Fouled,Brighton,14.423076923076923
Std of Fouled,Brighton,14.838256169572157
Median of Fouled,Chelsea,11.0
Mean of Fouled,Chelsea,16.916666666666668
Std of Fouled,Chelsea,17.181680503592663
Median of Fouled,Crystal Palace,19.0
Mean of Fouled,Crystal Palace,17.952380952380953
Std of Fouled,Crystal Palace,15.86655662226745
Median of Fouled,Everton,14.0
Mean of Fouled,Everton,15.952380952380953
Std of Fouled,Everton,12.823713153670393
Median of Fouled,Fulham,15.5
Mean of Fouled,Fulham,15.15
Std of Fouled,Fulham,11.4766353037263
Median of Fouled,Ipswich Town,8.0
Mean of Fouled,Ipswich Town,12.344827586206897
Std of Fouled,Ipswich Town,11.979970969643354
Median of Fouled,Leicester City,11.0
Mean of Fouled,Leicester City,12.08
Std of Fouled,Leicester City,9.793365100924197
Median of Fouled,Liverpool,12.0
Mean of Fouled,Liverpool,15.666666666666666
Std of Fouled,Liverpool,13.547447484058882
Median of Fouled,Manchester City,12.0
Mean of Fouled,Manchester City,13.88
Std of Fouled,Manchester City,11.47214016650773
Median of Fouled,Manchester Utd,7.0
Mean of Fouled,Manchester Utd,11.3
Std of Fouled,Manchester Utd,11.567344045884608
Median of Fouled,Newcastle Utd,11.0
Mean of Fouled,Newcastle Utd,18.217391304347824
Std of Fouled,Newcastle Utd,24.09631530062623
Median of Fouled,Nott'ham Forest,10.0
Mean of Fouled,Nott'ham Forest,18.142857142857142
Std of Fouled,Nott'ham Forest,17.214196798821938
Median of Fouled,Southampton,8.0
Mean of Fouled,Southampton,13.655172413793103
Std of Fouled,Southampton,15.764507744725096
Median of Fouled,Tottenham,11.0
Mean of Fouled,Tottenham,16.962962962962962
Std of Fouled,Tottenham,15.298269086306366
Median of Fouled,West Ham,11.0
Mean of Fouled,West Ham,15.12
Std of Fouled,West Ham,17.678423760807032
Median of Fouled,Wolves,10.0
Mean of Fouled,Wolves,16.91304347826087
Std of Fouled,Wolves,17.08511591329573
Median of Offsides,all,1.0
Mean of Offsides,all,2.440993788819876
Std of Offsides,all,4.03641832188587
Median of Offsides,Arsenal,2.0
Mean of Offsides,Arsenal,3.5454545454545454
Std of Offsides,Arsenal,3.6868785704269667
Median of Offsides,Aston Villa,1.0
Mean of Offsides,Aston Villa,1.8518518518518519
Std of Offsides,Aston Villa,2.91816200983933
Median of Offsides,Bournemouth,0.0
Mean of Offsides,Bournemouth,2.739130434782609
Std of Offsides,Bournemouth,5.074153680479389
Median of Offsides,Brentford,1.0
Mean of Offsides,Brentford,2.9523809523809526
Std of Offsides,Brentford,4.477456761111049
Median of Offsides,Brighton,1.0
Mean of Offsides,Brighton,1.5769230769230769
Std of Offsides,Brighton,1.8584526235140229
Median of Offsides,Chelsea,1.0
Mean of Offsides,Chelsea,2.5416666666666665
Std of Offsides,Chelsea,4.77292332867911
Median of Offsides,Crystal Palace,1.0
Mean of Offsides,Crystal Palace,3.1904761904761907
Std of Offsides,Crystal Palace,4.9154760463158365
Median of Offsides,Everton,1.0
Mean of Offsides,Everton,3.619047619047619
Std of Offsides,Everton,6.437982529303651
Median of Offsides,Fulham,1.0
Mean of Offsides,Fulham,2.0
Std of Offsides,Fulham,3.340343505815248
Median of Offsides,Ipswich Town,0.0
Mean of Offsides,Ipswich Town,1.5172413793103448
Std of Offsides,Ipswich Town,2.8236335463265916
Median of Offsides,Leicester City,1.0
Mean of Offsides,Leicester City,2.12
Std of Offsides,Leicester City,4.952440475832765
Median of Offsides,Liverpool,1.0
Mean of Offsides,Liverpool,2.619047619047619
Std of Offsides,Liverpool,4.3985928485845385
